,Id,Type,Mode,Text,Valid,Result
752,753,oii,4,"Some mortals are not people. 
Some people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
753,754,oio,4,"Some plants are not flowers. 
Some flowers are roses. 
Therefore, some roses are not plants. ",No,0
754,755,oio,4,"Some warm-blooded animals are not mammals. 
Some mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
755,756,oio,4,"Some mortals are not people. 
Some people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
756,757,ooa,4,"Some plants are not flowers. 
Some flowers are not roses. 
Therefore, all roses are plants. ",No,0
757,758,ooa,4,"Some warm-blooded animals are not mammals. 
Some mammals are not dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
758,759,ooa,4,"Some mortals are not people. 
Some people are not Greeks. 
Therefore, all Greeks are mortals. ",No,0
759,760,ooe,4,"Some plants are not flowers. 
Some flowers are not roses. 
Therefore, no roses are plants. ",No,0
760,761,ooe,4,"Some warm-blooded animals are not mammals. 
Some mammals are not dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
761,762,ooe,4,"Some mortals are not people. 
Some people are not Greeks. 
Therefore, no Greeks are mortals. ",No,0
762,763,ooi,4,"Some plants are not flowers. 
Some flowers are not roses. 
Therefore, some roses are plants. ",No,0
763,764,ooi,4,"Some warm-blooded animals are not mammals. 
Some mammals are not dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
764,765,ooi,4,"Some mortals are not people. 
Some people are not Greeks. 
Therefore, some Greeks are mortals. ",No,0
765,766,ooo,4,"Some plants are not flowers. 
Some flowers are not roses. 
Therefore, some roses are not plants. ",No,0
766,767,ooo,4,"Some warm-blooded animals are not mammals. 
Some mammals are not dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
767,768,ooo,4,"Some mortals are not people. 
Some people are not Greeks. 
Therefore, some Greeks are not mortals. ",No,0
